numer_startowy;numer_klubu;sezon1;sezon2;sezon3
2522;1;305,08;234,33;334,42
2523;1;141,48;385,17;324,22
2524;3;396,74;375,08;388,58
2525;4;324,72;241,58;182,65
2526;1;353,89;431,07;257,98
2527;2;165,07;397,48;233,62
2528;4;217,24;441,14;305,51
2529;3;427,02;349,37;357,12
2530;3;184,09;367,47;116,78
2531;1;428,54;298,89;396,21
2532;2;309,15;182,62;231,49
2533;3;281,26;369,52;241,04
2534;4;270,92;199,02;156,58
2535;4;223,50;261,49;103,49
2536;4;203,37;443,80;205,40
2537;4;183,76;110,53;168,02
2538;3;121,94;252,84;295,20
2539;4;242,02;386,89;251,79
2540;2;230,97;336,62;349,67
2541;3;205,91;314,97;124,94
2542;3;366,34;318,93;101,52
2543;2;316,69;172,42;403,72
2544;3;433,93;297,21;262,33
2545;2;260,76;282,65;269,25
2546;3;114,63;246,50;368,10
2547;4;209,37;286,40;357,34
2548;2;109,34;163,15;180,15
2549;3;208,78;121,46;228,62
2550;3;318,06;200,05;327,32
2551;2;404,04;268,24;218,66
2552;1;152,85;338,15;406,37
2553;1;107,94;254,64;364,75
2554;2;309,41;427,20;342,68
2555;4;401,17;401,90;211,07
2556;1;222,23;164,92;143,72
2557;3;306,30;101,45;423,87
2558;3;240,89;182,87;414,04
2559;2;353,87;146,41;180,07
2560;3;343,67;405,66;327,85
2561;1;224,11;139,57;377,56
2562;3;289,99;357,40;101,60
2563;3;198,59;291,34;176,37
2564;3;361,07;395,63;147,57
2565;2;118,72;444,47;187,59
2566;1;335,26;399,93;386,66
2567;1;160,91;261,90;335,33
2568;2;402,58;348,25;193,09
2569;1;307,81;395,55;295,14
2570;2;249,73;407,48;148,90
2571;2;135,81;317,33;134,98
2572;4;205,46;149,98;192,31
2573;3;448,93;317,24;438,25
2574;3;177,59;261,79;387,72
2575;2;262,83;318,86;396,14
2576;3;362,28;361,15;101,74
2577;1;248,13;230,20;394,63
2578;3;364,87;406,00;151,08
2579;3;100,17;317,71;173,99
2580;3;185,49;449,23;259,55
2581;3;384,48;243,89;122,39
2582;4;241,42;182,60;257,00
2583;3;388,06;208,17;115,88
2584;3;217,18;187,24;123,47
2585;2;372,46;416,83;230,79
2586;3;201,63;104,90;313,66
2587;3;304,91;234,69;139,75
2588;2;109,02;375,94;285,14
2589;3;244,46;126,68;193,24
2590;2;298,96;197,72;115,57
2591;3;406,81;225,96;246,71
2592;3;148,66;109,02;355,34
2593;3;213,24;321,82;312,86
2594;3;124,09;267,92;333,37
2595;1;378,31;115,48;127,22
2596;3;357,25;269,11;407,63
2597;1;370,93;395,53;433,15
2598;4;364,36;378,66;270,30
2599;2;414,82;391,57;223,14
2600;2;147,47;194,05;225,43
2601;1;135,44;144,54;233,80
2602;3;100,41;280,49;247,38
2603;2;196,63;127,20;263,04
2604;2;152,16;278,54;196,93
2605;3;311,51;158,89;309,36
2606;4;263,09;317,96;366,98
2607;3;436,69;108,63;351,43
2608;1;240,74;369,33;196,37
2609;4;283,13;396,14;238,05
2610;1;361,20;230,35;332,40
2611;3;416,50;384,04;211,56
2612;4;329,38;178,87;165,37
2613;2;341,78;223,47;309,80
2614;3;369,52;147,16;206,79
2615;2;398,17;414,13;431,70
2616;3;132,70;389,77;443,44
2617;3;181,99;210,25;429,18
2618;3;366,66;151,73;427,91
2619;2;220,49;311,31;352,81
2620;3;422,09;168,10;402,07
2621;1;190,93;211,69;288,35
2622;4;398,47;240,41;331,66
2623;4;192,11;256,96;159,76
2624;4;377,40;148,15;443,87
2625;2;381,54;416,67;312,51
2626;3;200,04;192,55;240,20
2627;2;282,43;431,47;353,34
2628;3;164,65;339,73;439,51
2629;4;338,61;194,02;159,98
2630;3;164,14;192,95;366,62
2631;4;209,53;359,96;165,68
2632;3;126,67;417,31;422,32
2633;3;159,99;341,95;141,33
2634;4;445,11;338,86;235,71
2635;1;271,74;274,64;383,34
2636;1;232,03;312,68;200,87
2637;4;117,47;279,33;213,79
2638;2;219,17;399,34;244,90
2639;2;283,37;203,80;148,14
2640;2;309,20;449,14;428,08
2641;3;247,39;339,66;181,62
2642;2;391,78;407,16;297,95
2643;2;174,40;103,91;322,91
2644;1;296,82;256,40;328,93
2645;2;414,59;201,48;328,73
2646;3;274,35;122,55;129,14
2647;1;310,24;440,51;182,12
2648;2;320,46;338,38;408,78
2649;2;380,59;195,59;207,59
2650;2;430,98;341,65;429,52
2651;4;182,91;234,46;168,75
2652;3;252,03;172,07;149,62
2653;3;106,89;189,52;104,73
2654;2;263,03;269,98;119,43
2655;2;132,93;382,62;201,58
2656;4;289,80;361,49;132,51
2657;1;356,92;293,78;361,36
2658;3;325,92;387,89;345,49
2659;2;437,74;329,01;150,94
2660;2;293,15;313,02;250,97
2661;2;199,55;192,37;314,21
2662;3;192,86;336,89;442,29
2663;3;111,96;132,31;399,08
2664;1;189,58;180,30;183,77
2665;2;137,76;414,86;436,74
2666;1;148,19;402,29;171,75
2667;3;119,06;171,30;165,02
2668;3;155,68;180,83;229,68
2669;2;395,46;232,06;104,03
2670;3;128,70;185,10;358,48
2671;2;286,51;248,01;189,35
2672;3;403,71;168,23;283,84
2673;3;362,94;358,88;206,15
2674;2;402,40;311,06;174,20
2675;3;211,40;158,14;386,02
2676;4;345,76;259,92;131,05
2677;2;287,56;140,87;219,88
2678;2;169,10;283,23;278,35
2679;3;343,71;303,51;128,87
2680;1;144,59;430,50;232,68
2681;1;166,00;245,22;221,40
2682;1;237,41;197,99;356,67
2683;3;330,91;341,46;227,03
2684;2;330,05;334,25;190,63
2685;2;198,73;383,34;248,46
2686;2;220,98;249,69;120,97
2687;2;415,82;330,78;113,50
2688;3;445,13;431,86;181,29
2689;3;434,67;320,69;107,32
2690;3;369,05;377,24;119,12
2691;2;270,13;336,05;365,69
2692;3;229,28;401,30;213,62
2693;2;351,20;385,69;126,73
2694;1;361,98;190,82;114,26
2695;4;414,14;130,79;427,41
2696;4;352,09;152,06;248,89
2697;2;154,87;174,62;168,88
2698;4;285,59;255,12;428,82
2699;4;142,21;398,05;163,19
2700;2;300,72;249,66;285,62
2701;2;232,02;201,57;173,14
2702;1;374,56;313,74;357,01
2703;1;114,74;127,58;268,21
2704;2;423,77;318,55;263,71
2705;3;142,72;420,69;283,30
2706;3;255,43;139,12;374,01
2707;1;410,64;291,27;205,33
2708;2;186,31;102,14;139,92
2709;2;403,58;360,38;343,27
2710;2;174,26;238,72;375,92
2711;3;239,23;180,87;448,67
2712;3;285,84;447,86;185,86
2713;1;196,99;384,73;115,85
2714;2;233,58;198,76;135,24
2715;4;429,22;396,52;196,48
2716;4;434,19;283,32;277,20
2717;3;313,84;417,23;359,90
2718;3;156,75;317,87;298,70
2719;2;416,47;154,47;437,83
2720;2;210,65;303,70;429,01
2721;3;117,06;447,23;416,52
2722;3;404,38;426,89;386,40
2723;4;169,24;291,24;437,47
2724;3;333,86;247,00;318,92
2725;3;369,44;125,35;312,97
2726;1;154,11;300,47;109,33
2727;3;126,57;360,27;238,53
2728;3;335,33;252,63;336,72
2729;2;195,36;300,69;279,18
2730;3;181,09;320,04;237,33
2731;4;161,87;181,60;434,41
2732;4;431,61;379,56;268,52
2733;1;195,53;130,43;114,54
2734;2;261,52;112,33;263,96
2735;2;143,99;100,46;156,94
2736;3;254,80;360,83;401,57
2737;4;331,26;233,00;229,09
2738;2;161,48;366,68;301,11
2739;3;251,25;234,18;228,83
2740;2;191,07;229,45;424,03
2741;1;185,33;155,16;254,59
2742;3;136,85;220,70;309,26
2743;3;371,19;380,33;231,11
2744;3;274,28;376,29;170,85
2745;3;174,72;195,27;444,17
2746;1;298,05;169,65;228,63
2747;3;415,53;295,87;116,85
2748;3;344,98;286,68;163,62
2749;1;265,96;181,67;288,47
2750;3;440,21;103,61;377,41
2751;1;338,36;163,60;283,12
2752;4;249,10;372,67;447,04
2753;2;438,58;447,07;125,55
2754;3;100,22;242,75;269,09
2755;2;189,63;379,41;296,17
2756;3;279,78;348,78;268,13
2757;1;203,50;281,06;266,35
2758;2;404,30;130,16;269,94
2759;3;302,35;129,39;343,25
2760;1;432,80;386,34;182,87
2761;4;323,40;265,58;323,90
2762;3;286,32;179,43;159,15
2763;3;146,33;408,11;243,49
2764;2;250,91;204,00;403,78
2765;3;210,55;184,05;248,24
2766;1;285,87;153,53;250,26
2767;1;198,69;253,77;153,86
2768;3;105,66;120,60;222,94
2769;4;328,03;119,82;103,43
2770;3;184,94;164,97;354,30
2771;2;196,55;104,67;281,14
2772;3;133,35;414,33;305,84
2773;2;285,11;269,32;327,94
2774;2;254,98;340,29;330,94
2775;3;333,37;173,48;232,86
2776;3;414,90;446,98;190,49
2777;2;334,74;220,54;448,79
2778;3;432,10;124,71;232,35
2779;2;401,07;413,02;170,48
2780;3;439,96;368,17;362,63
2781;3;110,61;377,19;128,31
2782;1;407,88;119,42;275,28
2783;4;279,65;195,26;146,09
2784;3;371,67;192,07;166,18
2785;1;403,29;245,94;344,53
2786;1;144,42;169,58;215,11
2787;1;422,35;174,75;233,01
2788;3;126,89;268,66;345,18
2789;3;161,46;255,35;273,09
2790;2;334,05;169,19;399,34
2791;3;334,83;121,97;115,11
2792;2;245,95;191,03;343,36
2793;2;239,21;231,47;361,60
2794;4;390,26;305,85;262,73
2795;1;152,68;398,20;209,98
2796;3;107,18;296,41;251,62
2797;1;277,92;248,09;244,14
2798;2;352,46;245,82;210,20
2799;1;361,87;248,77;432,22
2800;2;336,75;135,71;363,70
2801;1;381,39;249,97;412,28
2802;2;288,90;151,55;186,84
2803;3;226,62;297,81;107,33
2804;4;157,11;173,39;216,62
2805;3;352,41;169,55;406,11
2806;2;292,21;372,98;341,41
2807;1;212,22;419,89;226,51
2808;4;109,86;428,78;251,10
2809;3;406,23;445,76;122,50
2810;3;394,77;222,72;133,18
2811;3;432,41;388,60;259,58
2812;2;361,21;114,82;176,19
2813;3;416,80;253,24;196,51
2814;3;284,51;311,17;267,82
2815;2;138,96;422,38;322,35
2816;3;321,75;140,60;299,61
2817;3;302,53;181,22;201,48
2818;3;271,23;347,09;354,43
2819;1;368,21;171,52;223,05
2820;3;434,00;165,31;290,88
2821;2;428,22;197,84;117,73
2822;1;365,45;202,48;163,65
2823;4;302,61;397,85;319,58
2824;1;432,36;228,43;130,66
2825;3;252,82;115,68;412,06
2826;3;396,45;138,62;200,85
2827;4;190,91;307,39;109,20
2828;3;139,94;381,96;246,85
2829;2;223,85;226,66;419,83
2830;4;305,17;128,77;225,21
2831;2;394,10;163,57;239,76
2832;2;214,73;437,16;195,68
2833;3;272,91;134,38;175,84
2834;2;155,62;216,71;223,13
2835;3;201,02;349,09;418,96
2836;2;121,18;367,83;178,10
2837;3;358,61;367,82;316,37
2838;3;342,06;172,79;404,81
2839;2;288,80;422,63;154,10
2840;3;143,44;310,45;324,84
2841;2;220,00;399,48;124,40
2842;1;325,15;117,33;116,70
2843;2;180,44;205,96;222,88
2844;2;194,35;199,27;202,47
2845;2;283,20;298,73;195,19
2846;4;261,92;152,31;373,86
2847;2;140,38;156,10;196,31
2848;2;232,86;316,27;447,04
2849;4;331,34;449,31;208,32
2850;3;181,97;359,31;183,90
2851;2;440,49;320,43;359,34
2852;3;242,15;198,03;427,67
2853;3;113,47;308,39;247,09
2854;4;386,72;117,27;197,83
2855;4;129,51;356,09;317,48
2856;2;194,28;201,91;255,40
2857;2;311,57;393,79;305,82
2858;2;187,44;387,29;268,83
2859;2;184,07;106,24;238,01
2860;2;263,05;387,16;212,30
2861;4;333,54;443,24;280,09
2862;2;414,54;266,46;119,01
2863;3;364,73;253,48;199,08
2864;4;441,55;257,48;374,35
2865;4;334,67;359,98;109,41
2866;3;213,78;217,12;193,23
2867;4;115,81;344,12;388,56
2868;2;242,70;127,07;226,04
2869;3;108,38;364,04;417,51
2870;2;362,82;141,31;358,14
2871;1;155,20;161,40;428,92
2872;3;323,67;156,03;149,47
2873;4;374,76;258,11;113,94
2874;4;256,01;354,96;113,99
2875;4;290,98;377,53;413,66
2876;3;158,69;407,34;160,76
2877;4;101,91;275,14;163,51
2878;4;233,24;162,60;222,04
2879;2;413,66;396,39;264,03
2880;4;271,32;141,61;140,93
2881;3;312,74;349,59;138,55
2882;3;281,96;346,46;375,53
2883;3;361,15;252,96;127,02
2884;3;250,28;157,36;425,37
2885;2;176,77;351,33;386,78
2886;1;389,91;370,68;385,81
2887;3;223,05;329,97;386,02
2888;3;308,57;287,21;131,24
2889;3;235,82;211,53;421,28
2890;4;240,01;440,98;269,66
2891;1;217,65;116,23;370,88
2892;2;195,23;406,91;182,21
2893;3;372,83;428,84;272,37
2894;3;185,48;250,13;297,30
2895;4;224,62;153,71;159,32
2896;2;126,97;189,26;409,48
2897;3;237,05;176,08;267,00
2898;3;359,44;254,94;415,87
2899;3;291,76;389,84;328,03
2900;3;273,36;401,21;358,74
2901;2;361,07;258,83;177,01
2902;3;441,59;175,02;361,38
2903;2;170,21;304,76;302,68
2904;3;104,23;258,43;177,85
2905;4;332,71;176,30;353,47
2906;3;380,85;112,20;197,87
2907;4;126,27;238,59;259,14
2908;4;382,78;320,48;302,93
2909;2;356,50;377,45;186,01
2910;4;295,26;294,92;349,90
2911;3;446,14;188,88;338,91
2912;4;263,37;214,17;331,61
2913;2;429,49;145,58;271,54
2914;3;235,15;202,14;184,73
2915;3;115,63;203,11;136,02
2916;3;443,34;367,98;351,69
2917;2;241,86;383,89;400,96
2918;2;105,38;305,50;112,15
2919;3;253,45;446,01;197,96
2920;3;328,14;362,57;110,87
2921;4;345,20;305,65;280,84
2922;2;410,62;305,28;150,85
2923;1;239,90;353,33;423,65
2924;2;233,37;102,20;205,58
2925;2;337,34;295,93;223,00
2926;3;390,11;291,75;249,06
2927;2;113,46;304,90;183,69
2928;3;282,83;332,26;206,39
2929;3;379,06;359,01;314,28
2930;2;179,68;350,70;201,36
2931;2;278,82;320,99;336,45
2932;2;251,62;288,44;239,26
2933;3;317,13;157,48;299,94
2934;2;361,18;275,49;214,91
2935;4;116,65;199,86;232,22
2936;3;209,12;443,29;111,54
2937;4;367,09;140,96;223,98
2938;4;319,12;130,13;143,46
2939;2;379,83;170,32;417,23
2940;2;243,27;150,22;352,16
2941;2;181,72;179,75;377,70
2942;1;256,81;439,22;406,72
2943;3;268,05;209,12;441,04
2944;3;393,62;364,49;214,14
2945;3;157,36;439,97;183,12
2946;3;341,92;289,48;202,91
2947;3;295,55;230,96;221,79
2948;1;429,17;389,09;309,29
2949;4;102,10;153,96;311,61
2950;4;242,74;119,47;434,72
2951;2;128,59;328,04;338,18
2952;3;215,08;195,41;259,82
2953;1;413,55;283,40;324,45
2954;2;243,67;276,71;129,39
2955;4;390,16;147,82;124,59
2956;3;127,72;136,56;330,06
2957;2;105,77;399,22;369,91
2958;3;215,98;237,34;124,68
2959;3;257,25;293,35;427,92
2960;4;313,32;156,14;300,98
2961;2;295,84;210,57;424,24
2962;3;169,53;280,13;378,26
2963;2;158,26;431,89;394,96
2964;2;372,50;130,95;270,38
2965;4;119,14;287,14;413,99
2966;2;244,77;302,15;176,56
2967;2;187,12;263,59;287,09
2968;2;273,12;126,63;241,23
2969;2;136,40;424,66;110,53
2970;3;320,15;240,76;191,73
2971;1;356,44;203,93;353,19
2972;4;172,50;429,57;173,11
2973;3;289,88;335,75;427,08
2974;3;204,41;322,27;204,46
2975;2;396,82;100,69;288,34
2976;3;374,46;394,24;358,29
2977;2;359,27;233,10;129,91
2978;3;223,42;333,79;121,58
2979;1;377,54;239,72;261,72
2980;3;239,05;388,32;209,46
2981;3;111,73;131,67;169,59
2982;1;301,15;142,85;170,26
2983;3;174,08;386,26;363,64
2984;3;235,66;219,11;365,74
2985;2;191,74;419,25;300,51
2986;1;418,91;218,21;416,96
2987;3;132,10;380,73;362,34
2988;4;251,70;220,32;207,16
2989;3;190,71;330,17;186,21
2990;3;372,01;417,75;395,83
2991;3;164,40;404,36;242,12
2992;1;199,05;180,53;399,87
2993;2;319,43;263,65;438,81
2994;1;198,22;418,94;329,18
2995;2;178,33;189,30;174,43
2996;4;440,29;333,26;334,57
2997;4;243,01;286,07;283,29
2998;4;373,87;418,54;135,89
2999;3;320,70;348,45;310,01
3000;2;276,39;377,35;200,54
3001;4;230,21;306,59;226,96
3002;3;428,88;107,28;153,25
3003;4;258,14;431,81;217,63
3004;1;110,56;447,03;166,96
3005;2;282,81;106,98;235,01
3006;2;371,20;448,65;213,44
3007;3;322,90;419,97;217,50
3008;2;225,24;333,98;406,94
3009;3;382,67;432,48;229,92
3010;2;310,02;146,41;211,49
3011;1;394,45;376,11;193,92
3012;1;109,76;148,23;330,96
3013;3;166,77;262,15;155,11
3014;1;338,35;109,96;427,78
3015;2;358,76;133,70;380,95
3016;1;275,08;107,23;226,76
3017;3;278,67;348,27;125,29
3018;2;193,39;308,27;286,55
3019;3;272,99;117,75;171,46
3020;2;291,61;388,05;166,48
3021;3;429,42;287,71;153,45
3022;3;140,82;425,39;318,90
3023;3;420,93;188,47;243,38
3024;2;235,15;278,48;286,01
3025;2;359,56;138,15;384,62
3026;1;122,17;196,42;371,95
3027;3;113,74;263,83;275,12
3028;2;247,22;281,81;232,79
3029;1;281,90;183,25;221,95
3030;2;391,43;373,15;364,78
3031;4;108,34;205,48;101,35
3032;1;438,28;332,57;178,46
3033;3;376,53;255,47;227,18
3034;3;237,35;278,87;121,55
3035;3;287,27;281,08;356,59
3036;3;349,23;385,61;213,11
3037;2;356,27;325,86;119,15
3038;3;268,63;218,88;200,69
3039;3;375,79;145,18;447,76
3040;1;381,51;187,10;209,28
3041;3;356,21;155,70;414,97
3042;4;101,81;106,40;292,53
3043;3;140,92;352,93;114,31
3044;2;308,07;362,58;194,56
3045;3;294,23;441,07;178,16
3046;3;266,27;376,96;271,87
3047;1;378,97;413,84;323,97
3048;4;394,65;224,48;247,55
3049;3;183,79;387,50;284,60
3050;1;419,47;374,47;264,92
3051;4;337,48;269,22;247,26
3052;1;292,16;309,25;435,00
3053;2;440,24;278,36;250,95
3054;3;184,74;101,81;315,75
3055;4;417,44;135,71;261,92
3056;3;303,63;308,28;230,18
3057;2;322,39;342,69;247,52
3058;3;199,10;150,67;199,02
3059;1;423,01;280,50;130,50
3060;2;142,51;300,45;319,46
3061;1;252,29;390,74;262,30
3062;4;307,83;366,07;178,85
3063;3;245,89;376,36;158,35
3064;2;447,78;318,04;357,32
3065;2;398,81;370,08;426,32
3066;2;175,37;376,53;179,73
3067;2;210,91;229,70;241,28
3068;4;388,85;349,03;117,36
3069;3;327,45;213,77;283,65
3070;2;247,66;334,88;260,31
3071;1;317,55;151,72;420,06
3072;2;130,36;241,08;126,44
3073;2;135,98;262,04;170,76
3074;3;197,64;387,43;396,99
3075;2;181,23;449,72;135,79
3076;4;346,96;231,88;409,50
3077;3;293,74;146,97;121,75
3078;1;374,12;358,07;373,65
3079;3;232,81;126,42;196,02
3080;2;185,04;123,66;335,18
3081;1;365,55;230,96;196,66
3082;4;259,68;310,79;288,81
3083;4;313,17;241,23;229,61
3084;2;419,40;168,20;281,88
3085;3;298,17;141,26;251,21
3086;3;392,29;286,73;334,06
3087;3;428,35;250,82;371,75
3088;2;271,55;415,51;248,38
3089;1;407,82;375,28;106,26
3090;3;399,12;246,30;199,14
3091;4;134,25;354,95;110,67
3092;3;196,32;218,53;285,48
3093;3;269,57;195,20;108,11
3094;2;378,83;224,83;158,02
3095;4;270,91;298,10;375,96
3096;2;397,19;371,54;265,41
3097;2;331,47;437,39;361,84
3098;2;396,52;436,58;388,34
3099;2;227,00;273,42;234,15
3100;4;286,81;411,60;397,22
3101;3;365,85;255,29;208,39
3102;3;179,22;292,25;273,27
3103;1;180,14;377,15;439,87
3104;3;186,70;382,03;347,32
3105;2;439,85;323,08;161,28
3106;3;236,34;235,37;353,96
3107;1;439,37;388,00;294,23
3108;2;290,45;214,21;102,76
3109;1;104,20;233,39;143,13
3110;4;299,20;276,59;418,82
3111;1;360,63;110,34;425,25
3112;3;241,42;445,49;172,33
3113;4;439,83;208,70;311,40
3114;3;210,43;174,05;360,11
3115;4;371,33;304,72;254,67
3116;3;206,33;436,86;294,80
3117;2;159,92;426,95;357,24
3118;1;419,80;448,85;131,93
3119;3;162,49;434,29;264,61
3120;3;336,54;226,47;443,84
3121;2;403,46;139,93;236,13
3122;4;307,64;252,28;157,66
3123;4;151,48;126,79;169,54
3124;3;300,91;422,09;167,94
3125;1;303,29;360,41;295,96
3126;1;343,81;185,82;347,38
3127;3;271,86;146,74;346,07
3128;1;239,49;390,14;217,40
3129;2;266,32;207,30;182,46
3130;2;131,38;156,44;158,84
3131;4;405,32;288,49;229,32
3132;4;404,54;433,52;157,94
3133;1;212,21;197,66;385,13
3134;1;375,14;264,43;254,50
3135;4;362,54;252,89;416,43
3136;2;122,11;173,53;416,67
3137;1;231,25;233,22;228,17
3138;3;387,41;226,25;233,73
3139;3;302,90;271,10;274,16
3140;3;231,55;192,91;383,88
3141;2;388,62;213,70;441,23
3142;3;313,04;275,45;381,30
3143;2;302,60;357,47;376,95
3144;4;302,79;391,64;222,99
3145;1;428,66;282,20;245,70
3146;2;207,73;282,62;351,98
3147;2;358,39;260,52;135,37
3148;3;218,19;224,98;140,48
3149;2;240,64;221,17;312,87
3150;2;262,11;429,51;256,53
3151;4;130,58;437,06;290,66
3152;4;217,02;154,80;100,33
3153;3;417,15;105,62;274,15
3154;4;118,38;147,25;247,20
3155;2;275,95;372,31;160,14
3156;1;148,08;151,19;179,32
3157;3;434,47;353,68;154,38
3158;2;159,91;447,10;100,36
3159;3;379,68;377,78;265,34
3160;3;100,83;271,28;164,88
3161;2;429,63;371,23;226,78
3162;3;242,49;418,67;258,64
3163;3;187,13;169,63;441,82
3164;3;122,35;107,83;412,87
3165;4;182,31;213,62;138,71
3166;4;401,81;345,60;319,50
3167;4;203,31;286,44;394,77
3168;2;362,84;111,09;210,51
3169;2;163,55;406,40;434,73
3170;1;257,62;131,55;381,68
3171;3;201,19;272,75;300,26
3172;2;421,84;398,33;240,75
3173;2;233,97;411,86;316,74
3174;2;200,87;307,16;144,24
3175;2;293,67;289,08;409,73
3176;3;100,58;102,67;134,65
3177;3;129,92;146,82;391,99
3178;4;403,89;177,25;192,91
3179;2;286,84;306,83;332,07
3180;2;226,45;371,30;271,44
3181;1;193,91;317,26;103,29
3182;3;406,65;143,66;303,99
3183;1;267,36;162,37;168,97
3184;2;267,36;110,06;313,24
3185;4;221,72;312,61;344,45
3186;3;437,48;175,60;371,53
3187;2;116,86;307,33;314,56
3188;2;423,99;313,80;141,84
3189;3;126,72;374,58;280,35
3190;3;137,36;110,29;209,31
3191;2;166,28;395,32;299,99
3192;4;141,95;137,49;143,07
3193;4;370,28;290,41;299,54
3194;2;279,01;147,64;115,70
3195;3;230,56;149,92;263,60
3196;3;213,83;194,27;169,23
3197;2;149,15;306,69;123,50
3198;1;131,38;124,67;330,27
3199;3;414,56;324,22;201,12
3200;3;422,74;428,81;134,94
3201;3;315,77;335,89;443,15
3202;2;154,78;174,06;445,77
3203;1;290,06;310,12;180,55
3204;2;102,28;147,25;378,22
3205;4;157,73;126,35;380,97
3206;2;435,56;267,80;346,69
3207;3;355,39;369,57;106,76
3208;2;217,83;168,81;309,68
3209;1;438,51;340,03;372,00
3210;4;321,04;341,43;343,14
3211;4;253,21;389,23;124,04
3212;3;435,00;322,69;120,85
3213;2;277,46;232,92;316,58
3214;3;396,20;176,02;186,84
3215;3;122,46;210,66;306,49
3216;2;111,89;282,34;448,10
3217;2;391,14;315,39;256,50
3218;3;287,06;442,70;163,52
3219;3;174,06;345,43;311,95
3220;3;355,57;281,24;383,71
3221;4;382,02;430,28;420,02
3222;3;415,76;320,28;305,47
3223;3;167,40;330,71;181,37
3224;3;208,91;275,77;438,34
3225;4;125,05;444,38;426,82
3226;4;311,22;412,06;410,57
3227;3;289,80;387,63;250,02
3228;1;136,01;286,81;190,00
3229;4;162,52;330,03;235,15
3230;2;306,30;383,65;129,97
3231;3;268,72;178,25;201,64
3232;2;270,14;389,29;246,17
3233;3;130,97;417,09;206,77
3234;1;374,37;193,48;122,95
3235;2;314,92;103,67;127,02
3236;3;260,73;109,07;155,14
3237;3;176,84;227,51;429,41
3238;1;398,46;249,52;294,63
3239;3;375,17;217,62;128,16
3240;3;188,41;108,79;406,72
3241;2;444,13;289,93;229,59
3242;3;295,14;247,79;149,67
3243;3;255,84;125,71;424,84
3244;3;308,96;122,80;207,04
3245;2;243,33;264,99;129,89
3246;2;372,07;265,94;133,98
3247;2;405,00;372,65;197,95
3248;3;234,79;195,49;333,61
3249;3;271,64;409,48;439,83
3250;2;288,94;315,27;208,65
3251;2;346,35;148,47;110,09
3252;4;274,23;161,37;184,21
3253;3;144,04;251,33;266,17
3254;2;313,38;418,20;282,48
3255;3;215,02;139,53;254,69
3256;3;318,28;216,81;114,00
3257;2;258,28;359,90;357,95
3258;2;154,96;165,63;445,82
3259;2;438,91;216,57;381,05
3260;1;304,82;211,34;149,15
3261;2;343,71;352,19;442,56
3262;1;216,64;350,34;436,76
3263;1;317,59;353,15;332,15
3264;3;266,04;168,56;315,61
3265;3;158,11;189,65;378,00
3266;4;253,18;128,85;184,56
3267;4;206,93;129,32;282,87
3268;3;436,01;331,48;136,61
3269;3;297,52;428,08;353,53
3270;1;145,08;245,19;388,60
3271;1;194,19;221,59;204,83
3272;4;247,41;234,05;173,61
3273;2;365,93;299,92;329,65
3274;4;168,77;421,36;345,06
3275;4;405,46;163,19;415,56
3276;2;388,07;113,38;190,85
3277;4;347,24;419,49;188,34
3278;3;272,62;433,09;343,57
3279;4;250,51;258,23;207,46
3280;2;164,01;386,11;140,26
3281;3;325,26;387,73;298,94
3282;3;236,18;348,02;361,25
3283;3;318,30;170,67;313,88
3284;1;355,21;320,40;305,01
3285;1;374,69;161,74;228,71
3286;1;429,42;422,56;131,55
3287;2;385,52;423,75;361,82
3288;3;324,84;147,85;365,52
3289;4;277,37;154,79;364,32
3290;4;435,43;414,63;337,99
3291;3;113,59;362,19;357,37
3292;2;248,38;129,46;249,86
3293;2;404,53;339,15;427,68
3294;3;261,90;313,28;297,24
3295;4;330,91;273,51;187,80
3296;2;264,56;392,98;347,38
3297;2;200,95;212,49;235,69
3298;2;166,62;415,12;275,18
3299;3;423,53;327,01;411,80
3300;3;354,94;247,48;445,20
3301;2;171,16;188,21;423,56
3302;3;208,25;197,82;299,99
3303;1;282,93;208,48;147,82
3304;3;178,75;309,75;165,51
3305;1;127,49;415,15;268,21
3306;2;217,06;318,52;265,56
3307;2;100,14;224,79;314,88
3308;4;382,11;176,31;268,02
3309;2;316,43;260,05;261,23
3310;2;387,80;324,71;333,66
3311;3;139,10;410,66;288,47
3312;1;123,11;407,77;368,34
3313;4;250,73;334,16;313,89
3314;2;300,32;255,95;292,56
3315;2;239,48;105,41;118,33
3316;3;100,82;128,94;182,12
3317;4;257,41;151,26;334,49
3318;2;175,45;220,57;404,50
3319;3;119,61;388,63;321,40
3320;3;158,67;353,99;153,04
3321;2;147,60;130,51;393,07
3322;3;192,29;392,63;102,74
3323;3;347,97;328,70;284,03
3324;2;339,37;146,18;333,53
3325;4;417,35;356,24;144,23
3326;4;181,32;155,95;141,74
3327;2;332,89;268,52;238,32
3328;3;284,10;230,16;237,97
3329;4;282,66;213,14;237,36
3330;2;220,34;362,33;313,90
3331;3;411,45;118,92;313,67
3332;2;251,34;270,80;189,21
3333;1;405,96;440,10;220,21
3334;2;113,06;151,65;160,23
3335;2;377,04;242,53;377,19
3336;2;189,95;101,61;227,82
3337;3;390,98;440,86;267,19
3338;3;429,07;155,46;182,54
3339;2;236,34;247,94;360,96
3340;3;426,07;115,02;376,12
3341;3;211,07;347,05;426,30
3342;2;386,06;112,96;344,57
